CO_UF;UF;SIG_UF;CO_MUNICIPIO;MUNICIPIO;CO_REGIAO;CO_MESORREGIAO;CO_MICRORREGIAO;CO_ENTIDADE;NO_ENTIDADE;POPULACAO_ESTIMADA;N_MATRICULA_MUN;N_MATRICULA_ENT;N_MATRICULA_INTEGRAL_ENT;N_EJA_MUN;N_EJA_ENT;PROPORCAO_MATRICULA_POPULACAO_MUN;PROPORCAO_EJA_MATRICULA_MUN;PROPORCAO_ENT_MATRICULA;PROPORCAL_INTEGRAL_ENT
52;Goias;GO;5208004;Formosa;5;5204;52012;52046362;COLEGIO ESTADUAL PROFESSOR CLAUDIANO ROCHA;121617;26886;761;NULL;9400;224;2.21071067367227E+16;3.49624339805103E+16;0.0283046938927323;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53014502;COL VIVENCIAR;3015268;720439;242;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000335906301574457;NULL
52;Goias;GO;5218508;Quirinópolis;5;5205;52018;52068110;ESCOLA MUNICIPAL JOAO ANTONIO BARBOSA;50065;11065;113;0;4290;NULL;2.21012683511435E+16;3.8770899231812E+15;0.0102123813827384;0
52;Goias;GO;5208707;Goiânia;5;5203;52010;52074030;COLEGIO ESTADUAL AMALIA HERMANO TEIXEIRA;1516113;279830;885;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.00316263445663439;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53017455;CEPI ROSA-DO-CERRADO;3015268;720439;150;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000208206385273424;NULL
51;Mato Grosso;MT;5107040;Primavera do Leste;5;5105;51019;51067005;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL LEANDRO VIEIRA GOMES;62019;19994;279;76;16050;NULL;3.22385075541366E+16;802740822246674;0.0139541862558768;0.272401433691756
50;Mato Grosso do Sul;MS;5005707;Naviraí;5;5004;50011;50021427;EMEF MARECHAL RONDON;54878;14773;798;2;4970;127;2.69197128175225E+16;3.36424558315847E+15;0.0540174642929669;0.00249376558603491
52;Goias;GO;5215603;Padre Bernardo;5;5204;52012;52090299;COLEGIO ESTADUAL SANTA BARBARA;33835;7288;536;NULL;2440;80;2.15398256243535E+15;3.34796926454446E+16;0.0735455543358946;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53009401;EC 102 DO RECANTO DAS EMAS;3015268;720439;337;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000467770345580958;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52088162;CENTRO DE EDUCACAO INFANTIL SOU FELIZ;1516113;279830;112;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000400243004681414;NULL
51;Mato Grosso;MT;5106299;Paranaíta;5;5101;51002;51005212;E M GETULIO VARGAS;11225;2807;65;0;1010;NULL;2.50066815144766E+16;3.5981474884218E+16;0.023156394727467;0
51;Mato Grosso;MT;5100250;Alta Floresta;5;5101;51002;51004216;EM VICENTE FRANCISCO DA SILVA;51782;14446;279;1;11480;NULL;2.78977250782125E+16;7.94683649453136E+15;0.01931330472103;0.00337837837837838
50;Mato Grosso do Sul;MS;5005707;Naviraí;5;5004;50011;50029991;CIEI - SONHO DE CRIANCA;54878;14773;473;108;4970;NULL;2.69197128175225E+16;3.36424558315847E+15;0.032017870439315;0.228329809725159
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53004086;EC 13 DE TAGUATINGA;3015268;720439;366;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000508023580067154;NULL
52;Goias;GO;5204706;Campinorte;5;5202;52004;52006492;ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA;12626;2481;314;0;1230;NULL;1.96499287185173E+16;4.95767835550181E+16;0.126561870213624;0
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53005139;EC 08 DE BRAZLANDIA;3015268;720439;332;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000460830132738511;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53009525;EC 01 SHI-SUL;3015268;720439;435;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000603798517292928;NULL
50;Mato Grosso do Sul;MS;5004007;Glória de Dourados;5;5004;50011;50020374;EE PROFª EUFROSINA PINTO;9965;2701;515;NULL;1350;NULL;2.71048670346212E+15;4.99814883376527E+15;0.190670122176971;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52037240;ESC MUNICIPAL JAIME CAMARA;1516113;279830;450;0;130490;66;1.84570675140969E+16;4.66318836436408E+15;0.00160811921523782;0
50;Mato Grosso do Sul;MS;5006606;Ponta Porã;5;5004;50010;50018388;EE JOAO BREMBATTI CALVOSO;92526;29840;1336;NULL;7480;NULL;3.22503944837127E+16;2.50670241286863E+16;0.0447721179624665;NULL
51;Mato Grosso;MT;5107602;Rondonópolis;5;5105;51021;51052180;EMEF EDIVALDO ZULLIANI BELO;232491;57218;714;1;32310;NULL;2.46108451509951E+16;5.64682442587997E+15;0.0124785906532909;0.00140056022408964
52;Goias;GO;5220454;Senador Canedo;5;5203;52010;52039463;ESCOLA MUNICIPAL DEOCLIDES ALVES DOS SANTOS;115371;30862;526;9;22150;NULL;2.67502231930034E+15;7.17711101030393E+15;0.0170436135052816;0.0168224299065421
50;Mato Grosso do Sul;MS;5001102;Aquidauana;5;5001;50002;50022075;EM INDIGENA FRANCISCO FARIAS;47871;13979;141;0;7280;NULL;2.92013954168495E+15;5.20781171757637E+15;0.0100865584090421;0
52;Goias;GO;5220405;São Simão;5;5205;52018;52068447;ESCOLA MUNICIPAL CORA CORALINA;20645;3837;954;16;2800;NULL;1.8585613950109E+16;7.2973677352098E+15;0.248631743549648;0.0164948453608247
52;Goias;GO;5219456;Santa Rita do Novo Destino;5;5203;52006;52014550;COLEGIO ESTADUAL LAURENTINO MARTINS RODRIGUES;3343;574;196;NULL;0;NULL;1.71702064014358E+16;0;0.341463414634146;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52035662;CENTRO DE ENSINO EM PERIODO INTEGRAL VISCONDE DE MAUA;1516113;279830;195;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.00069685165993639;NULL
51;Mato Grosso;MT;5108402;Várzea Grande;5;5104;51017;51043033;EE MERCEDES DE PAULA SODA;284971;72805;464;NULL;69240;77;2.5548213677883E+16;9.5103358285832E+15;0.00637318865462537;NULL
51;Mato Grosso;MT;5106109;Nossa Senhora do Livramento;5;5104;51017;51041294;EM SR VENCESLAU DA SILVA BARROS;13216;4154;49;0;9070;NULL;3.1431598062954E+16;2.18343765045739E+16;0.0117958594126143;0
51;Mato Grosso;MT;5100250;Alta Floresta;5;5101;51002;51056313;ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS;51782;14446;95;NULL;11480;59;2.78977250782125E+16;7.94683649453136E+15;0.00657621486916794;NULL
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50026224;EMEI - ZACARIAS VIEIRA DE ANDRADE;895982;233503;182;126;105920;NULL;2.60611262279823E+16;4.53613015678599E+15;0.000779433240686415;0.692307692307692
51;Mato Grosso;MT;5106752;Pontes e Lacerda;5;5103;51012;51026287;EM OVIDIO MIRANDA BRITO;45436;12008;81;0;7970;NULL;2.64283827801743E+15;6.63724183877415E+15;0.00674550299800133;0
51;Mato Grosso;MT;5108402;Várzea Grande;5;5104;51017;51059436;ESCOLA PROF HELENA ANTIPOFF;284971;72805;93;NULL;69240;92;2.5548213677883E+16;9.5103358285832E+15;0.00127738479500034;NULL
51;Mato Grosso;MT;5101803;Barra do Garças;5;5102;51011;51059150;CENTRO EDUCATIVO IMACULADA CONCEICAO;61012;17379;110;NULL;10830;NULL;2.84845604143447E+15;6.23165889867081E+16;0.00632947810575982;NULL
50;Mato Grosso do Sul;MS;5006200;Nova Andradina;5;5003;50008;50013424;EE LUIZ SOARES ANDRADE;54374;13546;650;NULL;9550;NULL;2.49126420715783E+16;7.05005167577145E+15;0.0479846449136276;NULL
50;Mato Grosso do Sul;MS;5008305;Três Lagoas;5;5003;50007;50012282;EM PROFª MARIA EULALIA VIEIRA;121388;35408;977;60;9980;NULL;2.91692753814216E+16;2.81857207410755E+16;0.0275926344328965;0.0614124872057318
52;Goias;GO;5215231;Novo Gama;5;5204;52012;52085864;ESC MUL BERNARDO ELIS;115711;20192;106;0;14780;NULL;1.74503720476014E+15;731973058637084;0.00524960380348653;0
52;Goias;GO;5217609;Planaltina;5;5204;52012;52050823;ESCOLA MUNICIPAL MACHADO DE ASSIS;89918;25429;271;0;14800;NULL;2.82802108587824E+16;5.82012662707932E+15;0.0106571237563412;0
52;Goias;GO;5210000;Inhumas;5;5203;52007;52022722;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS MANOEL VILAVERDE;52866;11109;1574;NULL;4120;NULL;2.10135058449665E+16;3.70870465388424E+15;0.141686920514898;NULL
51;Mato Grosso;MT;5108402;Várzea Grande;5;5104;51017;51056780;EE JULIO STRUBING MULLER;284971;72805;754;NULL;69240;NULL;2.5548213677883E+16;9.5103358285832E+15;0.0103564315637662;NULL
50;Mato Grosso do Sul;MS;5008008;Terenos;5;5002;50004;50029533;EM ISABEL DE CAMPOS WIDAL RODRIGUES;21806;4230;178;1;1690;NULL;1.93983307346602E+16;3.99527186761229E+16;0.042080378250591;0.00540540540540541
52;Goias;GO;5215231;Novo Gama;5;5204;52012;52048500;ESC MUL CARLA MOANA DIAS SIMOES;115711;20192;274;85;14780;NULL;1.74503720476014E+15;731973058637084;0.0135697305863708;0.304659498207885
52;Goias;GO;5203203;Barro Alto;5;5203;52006;52082121;ESCOLA MUNICIPAL RODRIGO APARECIDO DE JESUS;11167;2923;267;0;1430;NULL;2.61753380496105E+15;4.89223400615806E+15;0.091344509066028;0
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50023233;CEI - JOAO PAULO II;895982;233503;144;NULL;105920;NULL;2.60611262279823E+16;4.53613015678599E+15;0.000616694432191449;NULL
51;Mato Grosso;MT;5105101;Juara;5;5101;51005;51056852;ASSOCIACAO PESTALOZZI DE JUARA - ESCOLA RAIO DE SOL;34974;8612;52;NULL;5330;47;2.46240064047578E+15;6.18903855085927E+15;0.00603808639108221;NULL
52;Goias;GO;5213103;Mineiros;5;5205;52013;52103145;CENTRO MUNICIPAL DE EDUCACAO INFANTIL ANALIA DA COSTA LIMA;66801;16264;106;94;6100;NULL;2.43469409140582E+16;3.75061485489425E+15;0.00651746187899656;0.886792452830189
52;Goias;GO;5209937;Inaciolândia;5;5205;52015;52059260;ESCOLA TIO PATINHAS;6194;1512;36;NULL;1070;NULL;2.44107200516629E+16;7.07671957671958E+15;0.0238095238095238;NULL
51;Mato Grosso;MT;5106240;Nova Ubiratã;5;5101;51006;51183838;ESCOLA MUNICIPAL INDIGENA TUPARA;11982;3095;23;0;2160;NULL;2.58304122850943E+16;6.97899838449111E+15;0.0074313408723748;0
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53084020;ESC PEQUENO ENCANTO;3015268;720439;145;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000201266172430976;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52033562;CENTRO DE ENSINO EM PERIODO INTEGRAL PEDRO XAVIER TEIXEIRA;1516113;279830;305;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.00108994746810564;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52036642;ESC MUL PROFESSORA LEONISIA NAVES DE ALMEIDA;1516113;279830;1129;1;130490;128;1.84570675140969E+16;4.66318836436408E+15;0.00403459243111889;0.000885739592559787
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53011783;ESC MASTER;3015268;720439;370;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000513575750341111;NULL
52;Goias;GO;5217104;Piracanjuba;5;5205;52015;52061167;ESCOLA MUNICIPAL DE EDUCACAO BASICA URBANO PEDRO GUIMARAES;24524;4767;212;0;1650;NULL;1.94381014516392E+16;3.46129641283826E+16;0.0444724145164674;0
52;Goias;GO;5212006;Jaupaci;5;5203;52008;52093565;ESCOLA MUL DONA JESU;2879;529;75;0;120;NULL;1.83744355679055E+16;2.26843100189036E+16;0.141776937618147;0
52;Goias;GO;5201405;Aparecida de Goiânia;5;5203;52010;52096807;COLEGIO VERITAS II;578179;116323;348;NULL;68640;NULL;2.01188559252411E+16;5.90081067372747E+16;0.00299166974716952;NULL
52;Goias;GO;5205802;Corumbá de Goiás;5;5204;52012;52045510;ESC MUL SANTA RITA DE CASSIA;11110;1822;25;0;110;NULL;1.63996399639964E+16;6.03732162458836E+16;0.0137211855104281;0
52;Goias;GO;5220504;Serranópolis;5;5205;52013;52069672;ESCOLA MUNICIPAL BOA ESPERANCA;8544;1518;11;11;380;NULL;1.77668539325843E+15;2.50329380764163E+16;0.0072463768115942;1
52;Goias;GO;5200258;Águas Lindas de Goiás;5;5204;52012;52051145;ESCOLA MUNICIPAL MEG-LUZ;212440;53455;516;0;25360;NULL;2.51623987949539E+15;4.74417734543074E+15;0.00965297914133383;0
52;Goias;GO;5208707;Goiânia;5;5203;52010;52034461;ESCOLA NEIO LUCIO NACIFF;1516113;279830;351;0;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.0012543329878855;0
51;Mato Grosso;MT;5106307;Paranatinga;5;5101;51008;51017695;ESCOLA MUNICIPAL 03 DE MAIO;22563;6153;290;0;3860;26;2.72703097992288E+16;6.27336258735576E+15;0.0471314805785796;0
51;Mato Grosso;MT;5108402;Várzea Grande;5;5104;51017;51043084;EE PROF FERNANDO LEITE DE CAMPOS;284971;72805;1279;NULL;69240;NULL;2.5548213677883E+16;9.5103358285832E+15;0.0175674747613488;NULL
51;Mato Grosso;MT;5105259;Lucas do Rio Verde;5;5101;51006;51064774;ESCOLA MUNICIPAL CECILIA MEIRELES;65534;21045;1191;18;10170;NULL;3.2113101596118E+16;4.83250178189594E+15;0.0565930149679259;0.0148883374689826
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53014685;COL VITORIA REGIA;3015268;720439;683;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000948033074278322;NULL
52;Goias;GO;5208004;Formosa;5;5204;52012;52089096;ESCOLA MUNICIPAL ADELINA RODRIGUES DE SOUZA;121617;26886;320;5;9400;NULL;2.21071067367227E+16;3.49624339805103E+16;0.0119021051848546;0.0152439024390244
52;Goias;GO;5208608;Goianésia;5;5203;52006;52190366;CRECHE MUNICIPAL JOAQUIM MENDES DA COSTA;70084;16771;62;62;6840;NULL;2.39298556018492E+15;4.07846878540337E+16;0.00369685767097967;1
51;Mato Grosso;MT;5101803;Barra do Garças;5;5102;51011;51055767;CMEBI NOVA JERUSALEM;61012;17379;86;0;10830;NULL;2.84845604143447E+15;6.23165889867081E+16;0.00494850106450314;0
52;Goias;GO;5210000;Inhumas;5;5203;52007;52210375;CRECHE MUNICIPAL VO JOVITA;52866;11109;82;74;4120;NULL;2.10135058449665E+16;3.70870465388424E+15;0.00738140246646863;0.902439024390244
52;Goias;GO;5208707;Goiânia;5;5203;52010;52035980;ESC MUL BENEDITO SOARES DE CASTRO;1516113;279830;166;166;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000593217310509952;1
52;Goias;GO;5208707;Goiânia;5;5203;52010;52034054;COLEGIO PROGRESSIVO;1516113;279830;343;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.00122574420183683;NULL
52;Goias;GO;5210000;Inhumas;5;5203;52007;52022889;COLEGIO ESTADUAL JOAQUIM PEDRO VAZ;52866;11109;435;NULL;4120;182;2.10135058449665E+16;3.70870465388424E+15;0.0391574399135836;NULL
52;Goias;GO;5219704;Santa Terezinha de Goiás;5;5202;52004;52011135;COLEGIO ESTADUAL MARIA LOPES MARTINS;8744;2012;508;NULL;710;71;2.30100640439158E+15;352882703777336;0.252485089463221;NULL
51;Mato Grosso;MT;5103254;Colniza;5;5101;51001;51091852;ESCOLA MUNICIPAL RAQUEL DE QUEIROZ;38582;7139;219;7;1520;NULL;1.85034472033591E+15;2.12914974086006E+16;0.0306765653452865;0.0319634703196347
51;Mato Grosso;MT;5107602;Rondonópolis;5;5105;51021;51057786;CENTRO POPULAR DE ACAO COMUNITARIA SAO JOSE;232491;57218;627;19;32310;NULL;2.46108451509951E+16;5.64682442587997E+15;0.0109580901115034;0.0295031055900621
52;Goias;GO;5204300;Caçu;5;5205;52018;52066940;ESC MUL PROF MARIANO DE SANTOS;16009;2550;788;0;640;NULL;1.59285401961397E+15;2.50980392156863E+16;0.309019607843137;0
50;Mato Grosso do Sul;MS;5002605;Camapuã;5;5002;50003;50022040;EE JOAQUIM MALAQUIAS DA SILVA;13711;3431;257;NULL;1390;NULL;2.50237035956531E+16;4.05129699795978E+15;0.0749052754299038;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52038033;INSTITUTO EDUCACIONAL EMMANUEL DA IEC;1516113;279830;1484;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.00530321981202873;NULL
52;Goias;GO;5214606;Niquelândia;5;5202;52004;52008746;COLEGIO ESTADUAL THOMAZ ADORNO;46388;8114;684;NULL;5840;23;1.74915926532724E+16;7.19743652945526E+15;0.0842987429134829;NULL
52;Goias;GO;5203500;Bom Jesus de Goiás;5;5205;52015;52265358;CENTRO MUNICIPAL DE EDUCACAO INFANTIL ZILDA DIAS ARANTES;25216;5523;66;66;4480;NULL;2.19027601522843E+16;8.11153358681876E+15;0.0119500271591526;1
50;Mato Grosso do Sul;MS;5007976;Taquarussu;5;5003;50008;50026470;CEI - ESMERALDA CARVALHO CUNHA;3588;937;193;119;170;NULL;2.61148272017837E+16;1.81430096051227E+15;0.205976520811099;0.616580310880829
51;Mato Grosso;MT;5106802;Porto dos Gaúchos;5;5101;51005;51012383;EE RENATO SPINELLI;5410;1422;132;NULL;1000;NULL;2.62846580406654E+15;7.0323488045007E+15;0.0928270042194093;NULL
52;Goias;GO;5214606;Niquelândia;5;5202;52004;52010066;ESCOLA MUNICIPAL SANTA ROSA;46388;8114;54;1;5840;NULL;1.74915926532724E+16;7.19743652945526E+15;0.00665516391422233;0.0185185185185185
50;Mato Grosso do Sul;MS;5008404;Vicentina;5;5004;50010;50019414;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL JOSE DO PATROCINIO - POLO;6102;1800;118;0;1010;NULL;2.94985250737463E+15;5.61111111111111E+15;0.0655555555555556;0
50;Mato Grosso do Sul;MS;5000609;Amambai;5;5004;50010;50015257;EE DOM AQUINO CORREA;39396;11769;857;NULL;8850;63;2.98735912275358E+15;7.5197552893194E+15;0.0728184212762342;NULL
52;Goias;GO;5208608;Goianésia;5;5203;52006;52016510;ESCOLA MUNICIPAL PADRE JESUS OSES PAGOLO;70084;16771;538;2;6840;NULL;2.39298556018492E+15;4.07846878540337E+16;0.0320791843062429;0.00359066427289048
51;Mato Grosso;MT;5102702;Canarana;5;5102;51010;51022753;PORTAL DO XINGU CENTRO DE ENSINO;21579;6121;323;NULL;4050;NULL;2.83655405718523E+16;6.61656592060121E+15;0.0527691553667701;NULL
52;Goias;GO;5204508;Caldas Novas;5;5205;52015;52092062;COLEGIO UNICALDAS DISNEY;91162;22273;239;NULL;11280;NULL;2.44323292599987E+16;5.06442778251695E+15;0.0107304808512549;NULL
52;Goias;GO;5209952;Indiara;5;5205;52014;52056600;ESCOLA MUNICIPAL SAO SEBASTIAO;15611;3519;143;0;1020;NULL;2.25417974505157E+16;2.89855072463768E+16;0.0406365444728616;0
52;Goias;GO;5219753;Santo Antônio do Descoberto;5;5204;52012;52090779;ESCOLA BEM-ME-QUER;74744;19219;424;NULL;16810;NULL;2.57131007171144E+15;8.74655289036891E+15;0.0220615016390031;NULL
52;Goias;GO;5204904;Campos Belos;5;5202;52005;52077160;ESCOLA JANELINHAS DO SABER;19887;6017;193;NULL;2370;NULL;3.02559460954392E+15;3.93883995346518E+15;0.032075785275054;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53001729;CEF 410 NORTE;3015268;720439;455;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000631559368662718;NULL
52;Goias;GO;5206206;Cristalina;5;5204;52012;52076873;ESCOLA ESPECIAL DR JOAO BOSCO RENNO SALOMON;58997;15282;198;NULL;5360;122;2.59030120175602E+15;3.50739432011517E+15;0.0129564193168433;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53017986;COL ANCHIETA I;3015268;720439;241;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000334518259005967;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52036430;ESC MUL MARIA CANDIDA FIGUEIREDO;1516113;279830;486;0;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.00173676875245685;0
52;Goias;GO;5221403;Trindade;5;5203;52010;52040160;ESCOLA INFANTIL PINGUINHO DE GENTE LTDA;127599;29506;411;NULL;13690;NULL;2.31240056740257E+16;4.63973429133058E+16;0.0139293702975666;NULL
50;Mato Grosso do Sul;MS;5002100;Bela Vista;5;5004;50009;50013904;EE DR JOAQUIM MURTINHO;24629;6669;1045;NULL;1650;NULL;2.70778350724755E+16;2.47413405308142E+16;0.156695156695157;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52035921;ESCOLA MUNICIPAL ENGENHEIRO ANTONIO FELIX DA SILVA;1516113;279830;610;0;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.00217989493621127;0
50;Mato Grosso do Sul;MS;5003207;Corumbá;5;5001;50001;50000233;EE OCTACILIO FAUSTINO DA SILVA;111435;29696;1292;NULL;18640;268;2.66487189841612E+15;6.27693965517241E+15;0.0435075431034483;NULL
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50025708;EM SULIVAN SILVESTRE OLIVEIRA - TUMUNE KALIVONO - CRIANCA DE FUTURO;895982;233503;501;0;105920;NULL;2.60611262279823E+16;4.53613015678599E+15;0.00214558271199942;0
52;Goias;GO;5208707;Goiânia;5;5203;52010;52102912;CENTRO DE EDUCACAO LUMINARE LTDA EPP;1516113;279830;103;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000368080620376657;NULL
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51138808;ESCOLA NOSSA GERACAO;612547;163720;66;NULL;147190;NULL;2.67277449730388E+16;8.9903493769851E+15;0.000403127290495969;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53015894;COL LICEU;3015268;720439;824;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.00114374707643534;NULL
52;Goias;GO;5219803;São Domingos;5;5204;52011;52086267;ESCOLA MUNICIPAL HERCULANO ANTONIO LIMA;12949;2640;15;0;590;NULL;2.03876747239169E+16;2.23484848484849E+15;0.00568181818181818;0
51;Mato Grosso;MT;5108402;Várzea Grande;5;5104;51017;51089815;CENTRO EDUCACIONAL AUTENTICO LTDA;284971;72805;21;NULL;69240;NULL;2.5548213677883E+16;9.5103358285832E+15;0.000288441727903303;NULL
51;Mato Grosso;MT;5108600;Vila Rica;5;5102;51009;51021412;ESCOLA MUNICIPAL RUI RAMOS;26037;4898;195;0;4980;24;1.88116910550371E+16;1.01674152715394E+16;0.0398121682319314;0
52;Goias;GO;5208707;Goiânia;5;5203;52010;52037215;ESC MUL CESAR DA CUNHA BASTOS;1516113;279830;497;0;130490;109;1.84570675140969E+16;4.66318836436408E+15;0.00177607833327377;0
51;Mato Grosso;MT;5108402;Várzea Grande;5;5104;51017;51043254;EMEB EUNICE CESAR DE MELLO;284971;72805;431;5;69240;NULL;2.5548213677883E+16;9.5103358285832E+15;0.00591992308220589;0.0114942528735632
52;Goias;GO;5208707;Goiânia;5;5203;52010;52076369;CRECHE SANTA RITA DE CASSIA;1516113;279830;122;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000435978987242254;NULL
52;Goias;GO;5220454;Senador Canedo;5;5203;52010;52039455;ESCOLA MUNICIPAL ALEXANDRE PEREIRA LIMA;115371;30862;616;16;22150;92;2.67502231930034E+15;7.17711101030393E+15;0.0199598211392651;0.0253164556962025
50;Mato Grosso do Sul;MS;5007901;Sidrolândia;5;5002;50004;50031627;CMEI - SONHO DE CRIANCA;57665;11583;339;163;6150;NULL;2.00867077083153E+16;5.30950530950531E+16;0.0292670292670293;0.480825958702065
51;Mato Grosso;MT;5107909;Sinop;5;5101;51007;51087545;EMEB PROFESSORA TACIANA BALTH JORDAO;142996;40476;550;12;24660;NULL;2.83056868723601E+16;6.09249925882004E+16;0.0135882992390552;0.0213523131672598
52;Goias;GO;5201405;Aparecida de Goiânia;5;5203;52010;52222365;ESCOLA EVANGELICA GERACAO DO FUTURO;578179;116323;35;NULL;68640;NULL;2.01188559252411E+16;5.90081067372747E+16;0.00030088632514636;NULL
52;Goias;GO;5214606;Niquelândia;5;5202;52004;52008835;ESC MUL DOM BOSCO;46388;8114;14;0;5840;NULL;1.74915926532724E+16;7.19743652945526E+15;0.00172541286665023;0
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51037211;EMEB PRES TANCREDO DE ALMEIDA NEVES;612547;163720;596;1;147190;NULL;2.67277449730388E+16;8.9903493769851E+15;0.0036403615929636;0.00165837479270315
51;Mato Grosso;MT;5100201;Água Boa;5;5102;51010;51021935;ESCOLA DE EDUCACAO BASICA RUI BARBOSA;25721;6780;427;NULL;3820;NULL;2.63597838342211E+15;5.63421828908555E+16;0.0629793510324484;NULL
52;Goias;GO;5218805;Rio Verde;5;5205;52013;52088499;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE CARLOS CUNHA FILHO;235647;48352;1320;NULL;24520;NULL;2.05188268893727E+16;507114493712773;0.0272998014559894;NULL
51;Mato Grosso;MT;5108006;Tapurah;5;5101;51006;51162822;E M RENASCER;13705;3581;111;0;2580;NULL;2.61291499452755E+15;7.20469142697571E+15;0.0309969282323373;0
52;Goias;GO;5211503;Itumbiara;5;5205;52015;52059626;COLEGIO ESTADUAL SEBASTIAO XAVIER;104742;25572;605;NULL;11120;163;2.44142750759008E+16;434850617863288;0.023658689191303;NULL
51;Mato Grosso;MT;5107909;Sinop;5;5101;51007;51149800;COLEGIO ALEF;142996;40476;258;NULL;24660;NULL;2.83056868723601E+16;6.09249925882004E+16;0.00637414764304773;NULL
51;Mato Grosso;MT;5103353;Confresa;5;5102;51009;51190869;EE SANTO ANTONIO;30933;9591;180;NULL;11900;28;3.10057220444186E+15;1.24074653320822E+15;0.0187675946199562;NULL
52;Goias;GO;5200852;Americano do Brasil;5;5203;52009;52028348;ESC MUL OVIDIO JOSE ALVES;6111;1061;605;35;0;NULL;1.73621338569792E+16;0;0.570216776625825;0.0546875
52;Goias;GO;5208707;Goiânia;5;5203;52010;52084388;ESCOLA MONTEIRO LOBATO;1516113;279830;408;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.00145802808848229;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53008022;EC 50 DE CEILANDIA;3015268;720439;790;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.0010965536291067;NULL
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50032755;ESCOLA ATITUDE;895982;233503;126;NULL;105920;NULL;2.60611262279823E+16;4.53613015678599E+15;0.000539607628167518;NULL
